Country,Powerplant_Name,Capacity,Latitude,Longitude,Primary_Fuel
Germany,Lutstrut Solar Power Plant,4.5,48.9277,9.973,Solar
Germany,Lï¿½nnewitz Solar Power Plant,25.9,51.5495,13.2212,Solar
Germany,Mahlwinkel Solar Power Plant,18.8,52.387,11.8192,Solar
Germany,Markersbach,1045.2,50.5194,12.8798,Hydro
Germany,Markranstï¿½dt Solar Power Plant,4.1,51.3144,12.2191,Solar
Germany,Meerwind SÃ¼dIOst,288,54.392,7.704,Wind
Germany,Meitingen,11.3,48.547,10.8651,Hydro
Germany,Meldorf Solar Power Plant,3.5,54.0836,9.0425,Solar
Germany,Mengersgereuth-Hï¿½mmern Solar Power Plant,1.4,50.3933,11.102,Solar
Germany,Mengkofen Solar Power Plant,21.7,48.6988,12.3842,Solar
Germany,Merching,12,48.2704,10.9773,Hydro
Germany,Metzdorf Solar Power Plant,6,52.6546,14.1568,Solar
Germany,Meuro Solar Power Plant,166,51.5446,13.9795,Solar
Germany,Meï¿½kirch Solar Power Plant,1,47.976,9.1071,Solar
Germany,Miegersbach Solar Power Plant,5.2,48.3232,11.2014,Solar
Germany,Missen Solar Power Plant,10.1,51.7185,14.0594,Solar
Germany,Mittelwasungen Solar Power Plant,2.1,50.2651,11.1246,Solar
Germany,Moos Solar Power Plant,15.8,49.6845,9.8697,Solar
Germany,Mooshof Solar Power Plant,4.7,47.8134,8.9887,Solar
Germany,Morbach Solar Power Plant,1.1,49.8261,7.106,Solar
Germany,Muggensturm Solar Power Plant,1.8,48.8807,8.2803,Solar
Germany,Mutterstadt Solar Power Plant,1.6,49.4366,8.319,Solar
Germany,MÃ¼den,16.4,52.5219,10.3604,Hydro
Germany,MÃ¼hltal,11.2,47.9963,11.4854,Hydro
Germany,MÃ¼llverwertung BorsigstraÃŸe MVB,20,53.5319,10.0746,Biomass
Germany,Mï¿½hlhausen Solar Power Plant,4.4,51.2295,10.4751,Solar
Germany,Mï¿½nchweiler Solar Power Plant,1.7,49.5609,7.895,Solar
Germany,Mï¿½sthinsdorf Solar Power Plant,5.1,51.6361,12.0165,Solar
Germany,Nauroth Solar Power Plant,8.5,50.703,7.8651,Solar
Germany,Neckarsulm - Audi Solar Power Plant,1.9,49.202,9.2276,Solar
Germany,Neef,16.4,50.0874,7.1358,Hydro
Germany,Nemsdorf Solar Power Plant,4.8,51.3567,11.6712,Solar
Germany,Nessa Solar Power Plant,1,51.1372,12.0127,Solar
Germany,Neubrandenburg Solar Power Plant,2.9,53.5447,13.3304,Solar
Germany,Neuburg Fï¿½rstobl Solar Power Plant,1.3,48.5149,13.4059,Solar
Germany,Neuenhagen Solar Power Plant,7.2,52.5371,13.7086,Solar
Germany,Neuhardenberg Solar Power Plant,76.7,52.6123,14.2411,Solar
Germany,Neuhausen Solar Power Plant,10.6,51.6844,14.4243,Solar
Germany,Neuruppin Solar Power Plant,7.9,52.946,12.792,Solar
Germany,Neuschï¿½nau Solar Power Plant,1.2,48.8693,13.4482,Solar
Germany,NeuÃ¶tting,26.1,48.2486,12.6883,Hydro
Germany,Niebï¿½ll- GP Joule Solar Power Plant,5,54.8002,8.8177,Solar
Germany,Niederaichbach,16.2,48.6039,12.3023,Hydro
Germany,Niederwartha,39.8,51.0915,13.6098,Hydro
Germany,Nordband Solar Power Plant,4.9,49.2439,6.8803,Solar
Germany,Nordendorf Solar Power Plant,7.4,48.5882,10.8441,Solar
Germany,Nordhausen Solar Power Plant,3,51.489,10.8254,Solar
Germany,Norstedt Solar Power Plant,1.4,54.5888,9.1179,Solar
Germany,NuÃŸdorf,36.6,47.7447,12.1357,Hydro
Germany,OWP Nordsee Ost,295.2,54.445,7.683,Wind
Germany,Oberaudorf-Ebbs,30,47.6413,12.199,Hydro
Germany,Oberdreis Solar Power Plant,2.9,50.6232,7.6851,Solar
Germany,Oberehring Solar Power Plant,3.9,48.8991,12.3237,Solar
Germany,Oberhï¿½rbach Solar Power Plant,1.9,48.5161,13.1066,Solar
Germany,Oberlauda Solar Power Plant,2.2,49.5703,9.6413,Solar
Germany,Obernach,12.8,47.5547,11.2914,Hydro
Germany,Oberostendorf Solar Power Plant,2.6,47.9485,10.7634,Solar
Germany,Oberottmarshausen Solar Power Plant,5.6,48.2205,10.8935,Solar
Germany,Oberpeiching,11.9,48.6464,10.8791,Hydro
Germany,Oberrï¿½blingen Solar Power Plant,8.1,51.435,11.315,Solar
Germany,Oberseifertsdorf Solar Power Plant,10,50.9363,14.8011,Solar
Germany,Oberï¿½tzdorf Solar Power Plant,1.7,48.5817,13.7106,Solar
Germany,Offshore Windfarm Danysk,284.4,55.1416,7.1945,Wind
Germany,Oppin Solar Power Plant,6.9,51.5504,12.0475,Solar
Germany,Oranienburg Solar Power Plant,3.8,52.7321,13.2208,Solar
Germany,Oschatz Solar Power Plant,3.8,51.3064,13.1089,Solar
Germany,Ostseeflughafen Stralsund,31.55326,54.3426,12.7109,Solar
Germany,PSW Langenprozelten,164,50.0531,9.5814,Hydro
Germany,PSW Vianden,1096,49.9523,6.1783,Hydro
Germany,PVA Dallgow-Dï¿½beritz,20.956,52.5345,13.1163,Solar
Germany,Panitzsch Solar Power Plant,7.5,51.3538,12.5477,Solar
Germany,Pasewalk Solar Power Plant,4.8,53.5091,13.9799,Solar
Germany,Passau-Ingling,43.2,48.5533,13.4337,Hydro
Germany,Peitz Solar Power Plant,3,51.8667,14.4116,Solar
Germany,Penzing Solar Power Plant,3.7,48.0822,10.8953,Solar
Germany,Perach,19.4,47.9536,12.7499,Hydro
Germany,Perleberg Solar Power Plant,35,53.0734,11.8234,Solar
Germany,Pfeffenhausen Solar Power Plant,5.6,48.6619,11.9387,Solar
Germany,Pferdsfeld Solar Power Plant,28.5,49.8594,7.5919,Solar
Germany,Pfrombach,22.3,48.4413,11.9923,Hydro
Germany,Pielweichs,12.6,49.7943,10.1813,Hydro
Germany,Plattling Solar Power Plant,1.6,48.7644,12.8953,Solar
Germany,Plessa Solar Power Plant,3.1,51.4698,13.602,Solar
