Country,Powerplant Name,Capacity (MW),Latitude,Longitude,Primary Fuel
Germany,Schï¿½newalde Solar Power Plant,3.7,51.8214,13.2322,Solar
Germany,Seitendorf Solar Power Plant,1.8,49.316,10.8513,Solar
Germany,Senftenberg Solar Power Plant,18,51.5593,13.9878,Solar
Germany,Sengkofen Solar Power Plant,2,48.9171,12.2929,Solar
Germany,Serrig,12.1,49.567,6.5923,Hydro
Germany,Sietzsch Solar Power Plant,10,51.4896,12.1908,Solar
Germany,Sigmundshall,19,52.4185,9.3681,Gas
Germany,Sinzheim Solar Power Plant,1.4,48.7805,8.15,Solar
Germany,Solar Schipkau II GmbH & Co. KG,81,51.5683,13.7377,Solar
Germany,Solarpark Amsdorf,28.344,51.4582,11.735,Solar
Germany,Solarpark Baasdorf,12.70439,52.7213,13.4108,Solar
Germany,Solarpark Baumgarten,11.30404,53.8184,11.8518,Solar
Germany,Solarpark Burg,20.0044,51.7743,14.1116,Solar
Germany,Solarpark Calau,10.0515,51.7519,13.9579,Solar
Germany,Solarpark Elmenhorst,25,53.5403,10.5034,Solar
Germany,Solarpark Finsterwalde,20.3862,51.7305,13.687,Solar
Germany,Solarpark Marienflieï¿½,25.55914,53.3366,12.2014,Solar
Germany,Solarpark Neiï¿½e-Malxetal,22.12467,51.6609,14.6296,Solar
Germany,Solarpark Stedten,28.34412,51.4333,11.7383,Solar
Germany,Solarpark Turnow,34.8,51.9321,14.4073,Solar
Germany,Solarpark Wittstock,68,53.2018,12.5187,Solar
Germany,Solms Solar Power Plant,2.9,50.5342,8.4139,Solar
Germany,Sontra Solar Power Plant,1.1,51.0538,9.923,Solar
Germany,Spangdahlem Solar Power Plant,2.1,49.9831,6.6885,Solar
Germany,Spitzenlastanlage Barmen,60,51.2689,7.2003,Oil
Germany,Spitzenlastkraftwerk GroÃŸkayna,120,51.2919,11.9465,Oil
Germany,Spitzenlastkraftwerk Sermuth,17,51.1614,12.7815,Oil
Germany,Spitzenlastkraftwerk Wolfen,40,51.6431,12.2289,Gas
Germany,Sprotta Solar Power Plant,2.6,51.4726,12.7008,Solar
Germany,Staig Solar Power Plant,4.5,48.3092,9.9753,Solar
Germany,Stammham,23.2,48.2493,12.8647,Hydro
Germany,Staudinger power station,1132,50.0886,8.9534,Coal
Germany,Staï¿½furt 1 Solar Power Plant,5,51.864,11.6055,Solar
Germany,Staï¿½furt 2 Solar Power Plant,2.5,51.8684,11.5811,Solar
Germany,Stefanskirchen Solar Power Plant,1.2,48.271,12.3414,Solar
Germany,Steinbeis Energie,17,53.7818,9.4258,Waste
Germany,Steinitz,11.4,52.83,11.1033,Gas
Germany,Stockstadt am Main Solar Power Plant,2.5,49.9932,9.0579,Solar
Germany,Stora Enso Maxau,78,49.0393,8.3113,Biomass
Germany,Straubing,21.5,48.8966,12.5575,Hydro
Germany,Straï¿½kirchen Solar Power Plant,54,48.8074,12.7586,Solar
Germany,Stutensee Solar Power Plant,1.2,49.0761,8.4578,Solar
Germany,Stuttgart-Muenster,159.9,48.8158,9.2211,Coal
Germany,Suxdorf Solar Power Plant,2.5,54.1688,10.918,Solar
Germany,SÃ¤ckingen,360,47.5654,7.954,Hydro
Germany,SÃ¼d DT1,79.7,48.1351,11.582,Gas
Germany,SÃ¼d DT60,127.6,48.1351,11.582,Gas
Germany,SÃ¼d GT 61,444.6,48.1351,11.582,Gas
Germany,TREA Breisgau,13.6,47.8906,7.6161,Waste
Germany,TREA Leuna,32.6,51.2998,12.0193,Waste
Germany,TRV Buschhaus,37.5,52.1714,10.9764,Waste
Germany,Tannheim,12.3,48.008,10.1185,Hydro
Germany,Tapfheim Solar Power Plant,1.3,48.6896,10.6935,Solar
Germany,Taucha Solar Power Plant,5.3,51.3876,12.507,Solar
Germany,Templin Solar Power Plant,128.4,53.0295,13.5425,Solar
Germany,Teufelsbruck,25,48.0574,12.2209,Hydro
Germany,Teutschenthal Solar Power Plant,7.1,51.4734,11.7896,Solar
Germany,Thermische Abfallbehandlung LautaÂ GmbH & Co.Â oHG,15.7,51.4507,14.1121,Waste
Germany,Thierhaupten Solar Power Plant,5,48.5478,10.8974,Solar
Germany,Thundorf Solar Power Plant,2.1,50.1981,10.3032,Solar
Germany,Thyrow,296,52.2302,13.3019,Gas
Germany,Tiefstack power station,194,53.5262,10.0632,Coal
Germany,Torgau Solar Power Plant,8.9,51.5732,12.9833,Solar
Germany,Treia Solar Power Plant,2.4,54.5022,9.2906,Solar
Germany,Trianel Kohlekraftwerk LÃ¼nen,746,51.6124,7.4653,Coal
Germany,Trianel Natural Gaskraftwerk,838,51.6739,7.9291,Gas
Germany,Trianel Windpark Borkum,200,54.0416,6.4667,Wind
Germany,Trier,18.8,49.728,6.6245,Hydro
Germany,Troisdorf Oberlar Solar Power Plant,3.5,50.8067,7.1403,Solar
Germany,Turbosatz 1,22.7,49.793,9.9941,Waste
Germany,Tutow Solarpark 1 FF,6.8,53.9226,13.2531,Solar
Germany,Tutow Solarpark 2 FF Infrastruktur,25.5,53.9214,13.2192,Solar
Germany,Tutow Solarpark 5,19.3,53.915,13.2272,Solar
Germany,TÃ¶ging,85.3,48.2518,12.5873,Hydro
Germany,Tï¿½pchin - Enerparc Solar Power Plant,4.2,52.1667,13.5649,Solar
Germany,UPM Augsburg,29,48.3801,10.9014,Gas
Germany,UPM Schongau,10.5,47.8032,10.9043,Hydro
Germany,UPM Schwedt,13.3,53.0867,14.3194,Biomass
Germany,UTB,16,52.0778,13.5173,Biomass
Germany,UW Bertikow,340,53.2641,14.048,Wind
Germany,Ulm-Eggingen Solar Power Plant,6.5,48.355,9.8689,Solar
Germany,Unterbergen,12.4,48.2374,10.9272,Hydro
Germany,Unterbreizbach,33.6,50.8132,9.9775,Gas
Germany,Unterliezheim Solar Power Plant,1.5,48.6801,10.5418,Solar
Germany,Unteropfingen,14.2,48.0613,10.1284,Hydro
Germany,Untersteinach Solar Power Plant,10,50.1422,11.5303,Solar
Germany,Uphusum Solar Power Plant,3.8,54.852,8.8939,Solar
Germany,Uppenborn 1,25,48.4735,11.9548,Hydro
Germany,Uppenborn 2,18,48.5152,12.101,Hydro
Germany,Urspring,10.1,47.716,10.8258,Hydro
Germany,Viernau Solar Power Plant,1.6,50.659,10.5631,Solar
Germany,Vilseck Solar Power Plant,10,49.6282,11.7526,Solar
Germany,Vilshofen an der Donau Solar Power Plant,2,48.5979,13.1785,Solar
Germany,Viï¿½l Solar Power Plant,4,54.5567,9.1691,Solar
Germany,Vockerode Solar Power Plant,9.6,51.8499,12.3392,Solar
Germany,Vogtsburg Solar Power Plant,7.8,48.073,7.6065,Solar
Germany,Vohburg,23.3,48.7781,11.6012,Hydro
Germany,Voigstedt Solar Power Plant,3.7,51.4013,11.3351,Solar
Germany,WKW,24,47.5985,8.171,Hydro
Germany,Wachtberg power station,118,50.8976,6.7931,Coal
Germany,Waehlitz power station,31,51.1666,12.0762,Coal
Germany,Walbeck Solar Power Plant,2.5,51.6556,11.4809,Solar
Germany,Walchensee,124,47.6314,11.3371,Hydro
Germany,Waldalgesheim Solar Power Plant,2.5,49.9474,7.8113,Solar
Germany,Waldbrunn Solar Power Plant,4.6,50.5174,8.1065,Solar
Germany,Waldeck 2,480,51.1671,9.0468,Hydro
Germany,Waldeck1/Bringhausen,143,51.1671,9.0468,Hydro
Germany,Waldpolenz Solar Power Plant,45,51.3289,12.6554,Solar
Germany,Waldrehna Solar Power Plant,52.7,51.7733,13.601,Solar
Germany,Walheim power station,267,49.0177,9.1577,Coal
Germany,Wallhausen Solar Power Plant,5.4,51.4582,11.2152,Solar
Germany,Wange Solar Power Plant,5.2,54.8445,8.6666,Solar
Germany,Wasserburg,24.1,48.057,12.2207,Hydro
Germany,Waste Incinerator #1,11.6,51.0167,6.9833,Waste
Germany,Wedel,101,53.5663,9.7285,Oil
Germany,Wedel power station,260,53.567,9.7244,Coal
Germany,Weeze Solar Power Plant,14,51.6055,6.1529,Solar
Germany,Wehr,910,47.6453,7.9182,Hydro
Germany,Weiher,655.6,49.3341,7.0314,Coal
Germany,Weil Solar Power Plant,1.4,48.3797,11.2861,Solar
Germany,Weimar - Hydrema Solar Power Plant,1,50.994,11.3403,Solar
Germany,Weisweiler power station,1800,50.8392,6.3211,Coal
Germany,Welzow II Flughafen,18.6,51.5891,14.1413,Solar
Germany,Wendefurth,79.7,51.7422,10.9188,Hydro
Germany,Werdau Solar Power Plant,1.7,50.7144,12.3825,Solar
Germany,Werkskraftwerk Sappi Alfeld 1,16.8,51.9848,9.8228,Biomass
Germany,Werkskraftwerk Sappi Alfeld 2,20,51.9851,9.8225,Gas
Germany,Werkskraftwerk Sappi Ehingen,21.2,48.267,9.7262,Biomass
Germany,Werneuchen - Enerparc Solar Power Plant,18.8,52.634,13.7603,Solar
Germany,Werneuchen - S&Z Solar Power Plant,2.2,52.6423,13.7523,Solar
Germany,Weserkraftwerk Bremen,9.9,53.0611,8.8649,Hydro
Germany,Westerwiehe 1 Solar Power Plant,2,51.8119,8.5154,Solar
Germany,Westerwiehe 2 Solar Power Plant,1,51.8178,8.5236,Solar
Germany,Westfalen,1049,51.6805,7.9696,Coal
Germany,Westheim Solar Power Plant,2.9,49.2283,8.3208,Solar
Germany,Wetschhauser Hof Solar Power Plant,4.1,49.4275,7.2159,Solar
Germany,Wi-Biebrich,31.7,50.0405,8.2532,Biomass
Germany,Wiesenena Solar Power Plant,5.2,51.4507,12.1909,Solar
Germany,Wilhelmshaven (Oil),56,53.5658,8.1462,Oil
Germany,Wilhelmshaven power station,757,53.5658,8.1462,Coal
Germany,Wilmersdorf,828,52.4816,13.3076,Oil
Germany,Windpark Arneburg 2,31.5,52.7002,11.9387,Wind
Germany,Windpark Arneburg 2,117,52.7002,11.9387,Wind
Germany,Windpark Dahme,76.5,51.8686,13.5491,Wind
Germany,Windpark Druxberge,116.7,52.1651,11.2742,Wind
Germany,Windpark Fehmarn,143,54.4856,11.1097,Wind
Germany,Windpark Hakenstedt,82.7,52.1663,11.2847,Wind
Germany,Windpark HÃ¼selitz,92.4,52.5174,11.7882,Wind
Germany,Windpark Klettwitz,89.1,51.5452,13.8652,Wind
Germany,Windpark ReuÃŸenkÃ¶ge,189.312,54.6409,9.0139,Wind
Germany,Windpark Riffgat,113.4,53.692,6.475,Wind
Germany,Windparks Biere und Borne,94.5,51.9605,11.6207,Wind
Germany,Wintershall,109.5,50.894,9.9972,Gas
Germany,Wintrich,20,49.8798,6.9488,Hydro
Germany,Wismar Solar Power Plant,8.6,53.8985,11.4851,Solar
Germany,Wisselsing Solar Power Plant,6.2,48.6965,12.9739,Solar
Germany,Wittenberge Solar Power Plant,3.9,53.0172,11.758,Solar
Germany,Witznau,220,47.6879,8.2516,Hydro
Germany,Woldegk Solar Power Plant,9,53.4596,13.5638,Solar
Germany,Wulfen Solar Power Plant,2.7,51.8221,11.9222,Solar
Germany,Wuppertal-Elberfeld power station,85,51.2484,7.1187,Coal
Germany,Wustermark Solar Power Plant,3,52.5614,12.9516,Solar
Germany,Wï¿½lfersheim Solar Power Plant,5.3,50.3953,8.8275,Solar
Germany,Wï¿½nsdorf Solar Power Plant,7.8,52.1844,13.476,Solar
Germany,Wï¿½rrstadt Solar Power Plant,5.6,49.8289,8.1322,Solar
Germany,X-Kraftwerk,27,51.0144,6.9873,Gas
Germany,ZWSF,2.5,52.535,12.3626,Waste
Germany,Zachow Solar Power Plant,5.5,53.3646,11.8763,Solar
Germany,Zahna Solar Power Plant,3.3,51.9172,12.7656,Solar
Germany,Zellstoff Stendal GmbH,138.9,52.7271,12.0112,Biomass
Germany,Zeltingen,13.6,49.9511,7.0232,Hydro
Germany,Zerbst Solar Power Plant,12,51.9955,12.1298,Solar
Germany,Zielitz,52,52.2985,11.6796,Gas
Germany,Zolling power station,528,48.4554,11.7995,Biomass
Germany,Zweimen Solar Power Plant,4,51.352,12.1334,Solar
Germany,Zwochau Solar Power Plant,3.8,51.4611,12.2528,Solar
